nums,mark1,mark2,ratio
"[16.004638054921475, 6.966498230172656, 32.20852137463584, 8.257467225817667, 36.56287511445236]",3,2,0.25637523467067347
"[4.645851240300939, 34.97897030562195, 21.778522428241956, 8.973174542188088, 29.623481483647062]",3,1,0.25653055146525816
"[13.624492420062149, 10.864719061207294, 11.942826730685201, 4.7680370932174725, 13.196189141128603, 4.268979793334575, 19.046686981258112, 3.3887706760688365, 18.89929810303775]",4,7,0.2567991895104811
"[20.447814582238735, 25.176093553344536, 13.965505783292972, 6.66715716526729, 6.895412390853705, 26.848016525002766]",5,4,0.256831352306127
"[4.429801558836262, 23.220416974127478, 27.536223658730208, 17.239074232840128, 13.633401142152684, 13.941082433313227]",3,0,0.25696284493036
"[16.002581326381843, 5.025728294817156, 20.35230408636152, 5.728253503943265, 19.530530401934833, 13.99866261800759, 19.36193976855379]",1,4,0.2573267694931251
"[12.273738912519185, 16.054839616875743, 24.768992279514134, 3.0323416171183606, 15.517028358689258, 16.570956764071028, 11.782102451212296]",6,3,0.25736846455671025
"[4.732343662994078, 4.1478555613050645, 35.45592912379026, 18.385847249923724, 37.27802440198689]",3,0,0.257390567791958
"[18.546750613166818, 3.607427653005911, 10.860762384374908, 13.983823102691264, 7.103881525644293, 7.618842524589826, 9.852039228292599, 9.412775361694964, 19.013697606539413]",1,3,0.2579714879482165
"[20.688085858817658, 25.20598882574217, 15.121533290328335, 6.520749445457609, 26.488904101185913, 5.974738478468308]",1,3,0.2586984184805379
"[13.570876689170893, 12.659367144422937, 33.147119205054736, 8.360137154339197, 32.262499807012254]",4,3,0.25912862314910023
"[18.169487765162337, 4.709756360941848, 6.499304888714419, 13.221940037045089, 8.150195558312353, 12.887700233892035, 17.05740590501799, 15.97635014101745, 3.3278591098964814]",0,1,0.2592123906746673
"[18.783432681633823, 25.541583816642216, 25.754021616699728, 12.028423648803587, 14.208770214405845, 3.683768021814812]",5,4,0.25926015877714387
"[29.57792341145624, 7.799881499828481, 22.96020301392929, 31.987795889721728, 7.674196185064265]",4,0,0.25945689554703033
"[4.952827105094687, 13.229504397005178, 24.709084190298125, 23.066691535412957, 14.95629168123653, 19.085601090952526]",5,0,0.25950595328341847
"[16.83301070495525, 28.425092350441968, 28.531374236827578, 7.72645504554811, 7.3777542712190645, 11.106313391008023]",1,4,0.2595507581914453
"[4.62596238526935, 6.69256819494174, 16.775789992034532, 6.315026128226316, 17.822798164179076, 8.128452620971585, 10.61028081268171, 11.52263053455396, 10.123421217238196, 7.383069949903548]",4,0,0.25955309276670047
"[16.852200699983875, 24.031895198046005, 14.360757980612213, 6.238064027250822, 18.953954903866023, 8.451126054640326, 11.112001135600735]",3,1,0.2595743688062533
"[3.966715441695916, 17.467809248905624, 25.217206778850848, 15.27582337935013, 11.350835051939377, 5.117123721227183, 21.604486378030913]",3,0,0.2596727746314562
"[18.542200515091544, 27.98675639983548, 23.26195166692863, 4.820380765277575, 6.040543327170392, 19.348167325696373]",2,4,0.25967482925167423
"[7.280959028337647, 28.002793510365002, 8.443033630666827, 29.32491426873311, 26.948299561897432]",1,0,0.260008310443837
"[21.793609669711305, 12.643266124167491, 5.667151899792234, 13.61737786929173, 12.264492001079953, 34.014102435957284]",2,0,0.2600373222095661
"[20.419073564401273, 13.704807944913894, 35.91014139858794, 20.625534162295377, 9.340442929801528]",4,2,0.26010599140021246
"[8.120894557395895, 16.40470804948003, 4.553157206443422, 3.855830461440837, 11.039549174641156, 15.229895686440022, 12.161089637105839, 5.683724592613111, 17.503055899208952, 5.448094735230718]",2,8,0.2601349862939763
"[25.47176055667087, 4.5486312509439, 6.626865459439917, 12.647092471821905, 10.374079682020115, 33.26784850069917, 7.063722078404134]",0,2,0.2601651913575479
"[12.452461849117709, 31.293403870303944, 9.927634863669189, 14.674800466697006, 27.83218224551381, 3.819516704698353]",3,5,0.2602772496543558
"[11.392865613824654, 9.509504930100462, 3.9257256854270097, 36.51055139339714, 8.10452864490405, 30.55682373234669]",1,3,0.26045908832317
"[14.039010109493157, 12.439126654725106, 14.625391922784823, 7.974124263855452, 4.547593483965994, 9.283055285651878, 14.959919094956, 17.45666921258933, 4.675109971978256]",4,7,0.26050751312205533
"[7.61976166357415, 9.055046461198694, 10.145195227965928, 17.669286166317562, 4.007257257401519, 13.607733367483782, 11.422644447909713, 15.380389645448052, 11.092685762700613]",4,7,0.26054328594903303
"[3.958155847564857, 25.736211357984033, 26.505873655084436, 15.189582087536737, 28.610177051829933]",3,0,0.2605835910925146
"[26.2539511349357, 9.234613483288914, 11.940976967431432, 7.051508226486841, 6.842959594942238, 21.836270367304603, 16.83972022561028]",0,4,0.26064494291818896
"[7.550165367289811, 27.642591925722215, 28.963474809528556, 13.877038964939171, 7.7491123922315035, 14.21761654028873]",0,2,0.26067885213848435
"[6.044038153738513, 16.29901891165744, 9.481713411762824, 18.411032004634563, 21.686165039319455, 4.799960377398657, 15.827914975114675, 7.450157126373881]",3,5,0.26071109844306256
"[18.21589878403807, 16.006080218251224, 4.45238150963893, 17.076605687284882, 21.390380346473822, 22.858653454313075]",2,3,0.2607298892515941
"[27.39459095898999, 7.142984195425089, 7.462879652366262, 23.667898153172754, 13.483698255420194, 7.901079064766786, 12.946869719858931]",1,0,0.26074432745202203
"[3.162570606357637, 6.807423815554215, 21.52676446398479, 8.935281028696938, 12.122792929770098, 20.52977071750431, 26.91539643813201]",4,0,0.26087805216826493
"[5.146049905393865, 19.718948899442598, 21.240005107851992, 25.53635794669177, 28.358638140619785]",0,1,0.26096978757013417
"[10.1462161600691, 14.561966495962983, 3.803193015616241, 24.33508371451322, 6.838717875847998, 6.996002032058575, 21.476590073815487, 11.842230632116399]",2,1,0.2611730370805757
"[4.769275301750497, 23.8570263947625, 20.996346829464887, 10.630578831377655, 6.262165114684463, 23.973712631339573, 9.510894896620416]",4,5,0.2612096512118137
"[24.71465667634575, 6.89866442712543, 26.409950160072594, 24.326861363841264, 17.649867372614963]",1,2,0.26121459470056296
"[4.819167456379144, 18.57947224345009, 3.1333066487649632, 18.445522379729013, 11.440782828899707, 11.750037755538893, 14.227561925855186, 17.604148761382994]",3,0,0.26126489438299894
"[8.363705615760212, 7.798714482903134, 31.982866239393815, 29.57216111193782, 22.28255255000502]",0,2,0.26150581855789085
"[5.234528337806496, 25.073354140391483, 3.7241027447847617, 5.791968886662244, 6.614162419644216, 15.95112914418446, 19.981101878536354, 17.629652447989987]",6,0,0.2619739576739465
"[36.34831848518103, 12.980061157563075, 5.442175591760569, 20.750888183742717, 16.601211089981295, 7.877345491771285]",3,2,0.26226229660975386
"[4.208446860059235, 21.288072923012606, 16.88372017748031, 4.8869479444732065, 16.199033047862812, 5.586233600714111, 8.842011483626486, 13.871639728289637, 8.233894234481598]",5,1,0.2624114273244217
"[5.6860025840674435, 15.11127534651849, 6.988779353953006, 18.872048745220305, 9.476914245241876, 9.082884538222583, 21.665163064760147, 13.11693212201617]",6,0,0.262449101678635
"[8.701695965407243, 17.500160447238386, 11.033610145475487, 23.97643016283421, 10.562159853281074, 6.292663304486069, 21.933280121277534]",3,5,0.2624520523593336
"[14.910753950200778, 23.041365158466554, 6.0474705628214345, 23.57880418081572, 7.10306643256542, 3.012915025963417, 5.204010638146647, 17.101614051020036]",1,2,0.2624614696755192
"[17.02444023600348, 4.586190260443508, 17.75849453157677, 36.52590500231306, 19.093041691034987, 5.011928278628201]",4,5,0.2625002532195548
"[11.935363614631756, 18.58626420818408, 11.225014804805735, 26.43038120813619, 6.938465131290105, 3.817683396152626, 10.637251279481758, 10.429576357317762]",4,3,0.2625185416983015
"[6.498093029470349, 26.203168429274193, 7.016092011175406, 24.75024434777047, 22.131831948121793, 13.400570234187793]",3,0,0.2625466212843957
"[5.792320055461702, 22.06088503854976, 15.032589734505732, 21.676235158819413, 20.70755993208178, 14.730410080581597]",0,1,0.26256063822190506
"[8.957437140425986, 24.588980506725832, 4.5483164820303505, 7.981713347420557, 19.954273251613266, 16.655873814867793, 17.313405456916204]",6,2,0.262704901895163
"[29.078583035978927, 7.643754235220802, 23.785347606626107, 6.459910150389054, 33.03240497178512]",0,1,0.26286543005768837
"[24.78019370866559, 15.921223927148379, 34.1411759984101, 5.237150529208758, 19.920255836567172]",3,4,0.2629057865609857
"[17.830932916448585, 18.79291739875459, 28.46749379630592, 7.4842717363180915, 27.42438415217281]",3,2,0.2629058880233878
"[4.159692329920279, 17.100125285401322, 15.809607504945975, 20.60764037239638, 26.84207793343154, 15.480856573904509]",0,2,0.26311167615128556
"[33.36635335980836, 26.60392516993853, 19.959856275006693, 5.251673859086055, 14.81819133616039]",3,2,0.26311180735615264
"[21.439401244855073, 30.503204574387965, 16.913460109075228, 8.026430773336926, 23.117503298344808]",3,1,0.2631340177312493
"[22.038920248392685, 16.52291012184112, 5.8004567353816645, 12.107701558695544, 12.231531015553712, 31.298480320135265]",0,2,0.2631915116533305
"[3.642681797198532, 26.770559639459265, 25.396767449308612, 6.219091626698145, 30.05250017878508, 7.918399308550368]",4,5,0.2634855423489921
"[4.991783988761624, 20.73074566448491, 12.450393018210995, 13.123371046377937, 7.520031425793614, 22.238562140812196, 18.945112715558718]",0,6,0.2634866344533337
"[13.093780061529065, 18.777467150128665, 30.895068955379735, 5.163529858857523, 19.570407049085777, 12.499746925019235]",3,4,0.263843764000746
"[18.67354885938862, 6.3522158973698675, 25.539398327187115, 26.50834763809158, 18.13661333088407, 4.789875947078748]",4,5,0.26409979965345964
"[17.259254458644346, 12.680721987154726, 16.66713555754215, 12.503711456756324, 12.148754478890828, 6.091697454017063, 13.270316558417955, 4.819353251449011, 4.559054797127611]",0,8,0.2641513170833515
"[14.449937985782313, 5.1242380887081564, 12.418135267502915, 19.391584871589313, 4.449850793685019, 19.670658087171947, 18.35595363387305, 6.139641271687286]",1,3,0.2642506078095606
"[4.4452110054612595, 5.024840966830008, 12.404081593110602, 17.851611336607014, 5.347601428784568, 19.381325167780204, 4.720015367164222, 10.80120292501416, 20.02411020924795]",3,6,0.26440276332283946
"[6.672070626120502, 8.944030346627176, 38.18289195385052, 25.187487247924217, 21.01351982547758]",3,0,0.2648962383760758
"[4.580252676455112, 18.264240728982266, 17.28638844476362, 19.74346696801378, 13.235928437934673, 26.88972274385053]",0,2,0.26496296152841337
"[29.13517153527985, 7.728956204787757, 19.539930627050847, 17.555524898975044, 26.040416733906508]",1,0,0.2652792414634918
"[19.477953341905835, 24.584979728219185, 17.202107582760366, 12.861660712408247, 5.180324616925417, 12.50456941180062, 8.188404605980322]",4,0,0.2659583646183303
"[8.044071566621017, 20.129158032953075, 30.21482850873946, 11.691885229604786, 29.920056662081656]",2,0,0.2662292643591976
"[8.18811081560831, 29.662003982705095, 22.740755725161176, 6.054816626479042, 33.35431285004638]",3,2,0.26625397588611266
"[26.53485013926341, 9.474787777324906, 29.140423857073035, 27.784560778372757, 7.065377447965884]",4,0,0.2662678481651306
"[25.71281265612426, 5.3426752946168765, 26.836941855401037, 33.24860447025948, 8.85896572359835]",3,4,0.26644624232342146
"[7.005389814426617, 28.837313794166914, 26.279165219468993, 13.33813373537271, 24.539997436564747]",0,2,0.26657581228024146
"[6.325756461789148, 11.972970931442303, 9.328226357301189, 4.6730934352770594, 18.616663017494215, 13.825007901631363, 17.529913823038928, 17.7283680720258]",3,6,0.2665782320695372
"[7.323600504415887, 24.817787319232544, 6.615643442953239, 19.537242941913934, 14.260712239935506, 27.44501355154889]",0,5,0.26684630673110277
"[17.94699504649774, 13.426261389698716, 13.261762223590527, 12.853487776528821, 14.65367358077921, 8.02872963969544, 10.283862671664442, 6.003839160702298, 3.5413885108427947]",2,8,0.2670375513552217
"[5.748331664038912, 6.456129345145022, 18.735867477933507, 3.917359576129607, 15.243115613968635, 9.12276002383999, 21.490290936147918, 19.286145362796407]",6,0,0.267485055512668
"[15.425769232516515, 9.636141991604621, 8.617898399609508, 15.718896436858547, 14.557733554586502, 7.920460909514749, 4.126709988650072, 3.1889526237666255, 16.26814638546667, 4.539290477426187]",6,0,0.2675205318092816
"[30.900771308962774, 8.274123876338033, 17.653091454144423, 12.568933594631504, 30.60307976592327]",0,1,0.2677643154473015
"[7.205092294172821, 29.370581397305994, 28.48606366648008, 27.307943340017864, 7.630319302023238]",4,2,0.2678614845266225
"[22.85765571577118, 20.32223717132232, 14.89533838247378, 11.507498467129725, 27.333810211672063, 3.0834600516309467]",5,3,0.2679522452632612
"[10.40542045161345, 26.366858773763965, 7.7034130304766615, 28.730432952236345, 26.79387479190957]",3,2,0.2681272866052315
"[17.79202401639911, 4.387876734476014, 20.90484602371546, 4.888169776274921, 18.225739280628453, 3.6447712346040615, 9.301032212064651, 6.668400412805197, 14.187140309032136]",3,4,0.2682014540540695
"[21.933854257585892, 9.274958657016311, 11.269247313739584, 34.57019564278591, 22.951744128872313]",3,1,0.26829349630689187
"[14.50732922427374, 4.959318530670676, 3.7247013839958028, 13.882570554742385, 10.844341093312977, 20.064875654972365, 16.026446550513143, 11.738840619893246, 4.251576387625661]",3,2,0.26830055495186506
"[29.05249885059839, 7.795569260590014, 5.5275630292686, 31.58686654201502, 26.037502317527963]",0,1,0.2683269793995517
"[32.60465255767836, 6.625403918924596, 8.989072537716524, 18.325452414302227, 33.455418571378296]",2,4,0.2686880906463037
"[19.792308004111092, 27.167013233962535, 7.304371983244952, 29.183296681483554, 16.553010097197856]",1,2,0.26886915835537906
"[15.784050098510772, 3.953728891409833, 12.127948647769554, 13.90571613232986, 22.085060435971762, 26.204517912179973, 5.93897788182824]",6,4,0.2689138161539706
"[6.038792243079968, 18.132657754907253, 7.725019075780481, 28.721437174530266, 16.961227776462913, 22.420865975239128]",3,2,0.26896352814234903
"[3.3684819599807545, 12.905502632009124, 13.715331083759487, 3.474987992288262, 14.918422043029558, 10.758208980192068, 20.786185483652798, 20.07287982508795]",3,1,0.2692640566876764
"[22.006712411048724, 27.958894331668834, 5.925749952511134, 21.400434395348185, 19.2251604091379, 3.483048500285234]",0,2,0.26927011367386444
"[6.775876808105724, 24.3464678436421, 10.342911889234712, 7.669374714421242, 28.471430906274694, 22.393937838321534]",4,3,0.26937089111074575
"[6.424622345943926, 10.00513757073175, 8.805260123782636, 23.8439268803355, 12.920040226284636, 14.613546280259705, 23.387466572661847]",0,3,0.2694448099168776
"[18.18517205134005, 4.1833445657817405, 15.942808032998265, 5.585953448577811, 11.155673920023402, 20.722738256192617, 8.430952730295838, 15.793356994790285]",5,3,0.2695567245756506
"[4.876304856999251, 5.443359514581061, 16.388837153911982, 13.985529573082356, 3.7707362940450375, 17.357528111307634, 12.619259458734597, 10.18340520489892, 15.375039832439155]",3,4,0.26961698334988266
"[14.884125321411855, 10.68571055000248, 5.430968364460587, 4.173851406202045, 14.420384148371676, 8.508453780628653, 14.574205573063761, 8.14798545050812, 15.472355919908816, 3.7019594854420044]",8,3,0.26976185319207957
"[4.182980969726218, 5.937996583414832, 17.09928315971508, 21.992619046378003, 3.577819235887433, 14.691939776659154, 12.486062926789115, 20.03129830143015]",3,1,0.2699995198795011
"[14.385332607274876, 29.12779258122589, 3.890307660602333, 24.602273029463603, 18.558168878541583, 9.436125242891723]",2,0,0.27043571162441854
"[10.27903114296032, 11.26905051903784, 11.78094228503664, 3.875830907924951, 13.469331770538929, 5.520644985491932, 14.428321643871909, 8.965463168713331, 20.41138357642415]",8,5,0.2704689255787867
"[30.393619314422978, 29.55299957133033, 7.9999125825465445, 5.904558396532394, 15.428723656439558, 10.720186478728218]",2,1,0.2706971440661253
"[21.094049927340453, 15.979632517056103, 7.743279407976906, 4.3292639696819135, 17.50604574200278, 3.5646036662445546, 20.815685404221913, 8.967439365475366]",3,1,0.2709238754433813
"[21.46483745021065, 7.95123395540423, 16.64742059675188, 7.159218786537734, 17.439278200636675, 29.338011010458846]",1,5,0.27102157513573966
"[22.313859701845644, 8.494722452951013, 27.334651793900523, 20.71775001327367, 5.632290000761231, 8.095573637191793, 7.411152400076128]",2,6,0.27112664379100887
"[9.981283422118633, 26.190779136099952, 7.106328700469502, 15.418577024520463, 9.361523379573487, 31.94150833721795]",1,2,0.27132941191025983
"[7.517742997403519, 11.954003814543853, 27.687853638069353, 35.60630230290594, 12.605264367291898, 4.628832879785447]",2,0,0.27151772382482603
"[25.123590445090777, 4.278458088068402, 31.311100009565124, 30.777451098287152, 8.509400358988556]",4,2,0.2717694477801498
"[37.09708409596252, 27.62647977277217, 13.090833766143268, 10.087584744167257, 12.098017620954781]",3,0,0.27192392582858405
"[33.094061770484494, 5.55380726014755, 16.074927135881055, 20.416244360710284, 24.860959472776614]",1,3,0.2720288394880052
"[38.905278093171866, 7.208979172289488, 4.470645063900551, 26.47707317124049, 22.9380244993976]",3,1,0.27227251009450365
"[7.150955134269347, 6.044371602264932, 8.80763497590403, 17.900138559948964, 10.779404489517626, 27.117827829087023, 22.199667409008065]",6,1,0.2722730701727666
"[7.790159503662445, 5.217399249372907, 7.683555366318921, 18.375545597911234, 3.088947042689191, 7.0313574202876294, 19.152496579646282, 21.059032339073678, 10.601506901037709]",6,1,0.2724135324956818
"[25.460391958964635, 8.430533352230212, 3.8088265270465844, 12.414857899863236, 14.984844949930043, 20.920446533812516, 13.98009877815277]",6,2,0.2724463244135858
"[15.073337493604518, 16.413567984888203, 7.267941347058121, 34.61173213763757, 26.63342103681159]",4,2,0.27288801303492627
"[10.910156958364958, 23.887894304056015, 28.71218010400138, 29.971026701716692, 6.518741931860959]",4,1,0.27288893063940417
"[10.58973774174831, 15.421055476284808, 10.705002173664568, 6.913301159595192, 7.876030895760487, 3.3250812297112824, 15.639827380818, 9.126853450771968, 4.374529619104428, 16.02858087254096]",8,9,0.2729205819211709
"[14.0877766930538, 38.831380847015865, 33.477596006498196, 9.146623158171835, 4.456623295260327]",3,2,0.27321624755840956
"[9.101133146106674, 9.617786208060583, 35.19708154741861, 14.699368701253917, 9.378133716806815, 22.006496680353386]",2,1,0.2732552184789298
"[12.911559223163316, 3.2871471497014575, 11.847186146696568, 31.246546518860587, 8.738919895092195, 31.968641066485866]",5,4,0.2733591295581716
"[9.514780833358591, 18.895679819089864, 12.77274678077317, 4.901622763928135, 29.00555359094162, 7.498638301208869, 7.931667701027567, 4.449587308882844, 5.029722900789341]",6,4,0.27345341560743774
"[18.004605092937158, 23.336430232673802, 32.058976598773825, 21.669059039326612, 4.93092903628859]",4,0,0.27387043541559786
"[5.667564588845219, 16.869105931959847, 13.300862695408265, 3.6279071455338476, 10.470091636540655, 4.620866036735015, 12.149821428529012, 16.009320843358484, 7.535011768104255, 9.7494479249854]",5,1,0.2739247743995976
"[21.540184164368714, 24.518803623699377, 5.662264284708062, 8.695126288801085, 4.079854649010588, 20.623466670002344, 14.880300319409816]",4,6,0.27417824650278316
"[3.085033338047525, 11.237923574082116, 15.001434602295324, 30.365836923131027, 12.302058181745672, 28.007713380698338]",1,0,0.27451987172812775
"[6.669692290348806, 23.042824666743062, 27.112501361663305, 24.27778932415903, 18.897192357085803]",3,0,0.2747240369085722
"[8.084995359205369, 16.055539109995593, 29.417471095014992, 9.799642835381109, 4.5651140261220196, 19.857263839686116, 12.219973734594799]",2,0,0.2748365191926858
"[15.795631831222341, 3.8034641364780812, 17.55538759215978, 11.598506224852533, 18.281854767668193, 7.863800337110604, 20.273333893749747, 4.8280212167587235]",2,7,0.2750164980074216
"[24.620123596814704, 21.663576652090754, 5.094935422642957, 6.440814352648491, 6.7743249982382885, 35.4062249775648]",4,0,0.27515398010084463
"[21.80123165755942, 4.192893691163961, 3.631842531116877, 4.973436079720332, 15.237838223526973, 8.637165426072412, 12.872739803557598, 7.483790374462537, 21.169062212819878]",4,1,0.275163289546558
"[13.683592962719663, 14.194614748032121, 3.7684232509964484, 12.82354782444556, 10.171265212643167, 15.151667517580172, 19.46873047229396, 10.738158011288919]",2,0,0.2753972046130975
"[7.7232359794038254, 14.530431863352574, 34.526219697140924, 3.3661398040874992, 28.039850290534748, 11.814122365480431]",0,4,0.2754378464713456
"[20.141858977160094, 13.408884719588084, 24.697957967028263, 11.438487643603244, 23.765106607552315, 6.547704085068006]",5,4,0.2755175557675475
"[4.903168552281069, 7.758346434565066, 6.797566288613313, 18.955424338074682, 28.156743211871763, 24.363925022460208, 9.064826152133886]",1,4,0.27554132863256375
"[6.913142590607839, 24.852077316616565, 5.549018389735356, 14.48436846691777, 27.521931574002128, 13.09579061266809, 7.583671049452251]",6,4,0.27555010189095763
"[38.54732536176286, 16.195834364133614, 10.018760984896998, 10.625169347040108, 24.61290994216644]",3,0,0.2756396000844141
"[16.36091547235056, 18.45644649071741, 14.527921946475672, 12.083941308372472, 4.004593225784121, 20.50207508079271, 14.064106475507039]",2,4,0.27564804109892643
"[14.958183908922662, 3.94883824495624, 10.553352089190922, 14.322257610371484, 3.7398656342108154, 18.332666204337148, 20.16348339342604, 13.981352914584694]",3,1,0.27571339326397
"[15.871486956980021, 22.31523325267148, 29.58745556367944, 26.067213617309747, 6.158610609359318]",4,1,0.27598235427909035
"[21.282848700253705, 8.002579803472699, 4.410752067962309, 5.8916790413709785, 14.862106958619997, 22.28744236910056, 23.26259105921974]",0,3,0.2768275583945088
"[12.280488395710059, 13.790575394684478, 3.622423662536502, 25.353878048682642, 13.077845476890941, 3.1864712139958096, 28.688317807499566]",2,4,0.2769893304625341
"[9.450463542887695, 24.10217699414009, 3.08188094618966, 5.310315989978514, 24.347049517679864, 26.958086255356886, 6.75002675376731]",4,6,0.27724208425607005
"[10.21674044909821, 19.03794259527516, 27.52360271519821, 18.200049219413735, 3.6979667176287547, 7.992296755162306, 13.331401548223614]",4,6,0.2773876928282535
"[27.988111213345665, 13.711848106471077, 15.604373086984362, 4.332605645217397, 38.363061947981485]",3,2,0.2776532976407256
"[20.32449809107693, 3.676424725119593, 21.579863450824135, 14.217981444264787, 13.23615564764275, 21.349701443004424, 5.615375198067397]",4,1,0.2777562324733114
"[21.826158545009683, 6.514732952348396, 19.010428183258135, 3.6946938501756352, 13.299663507462887, 11.37818298373919, 5.7294180669684485, 18.546721911037643]",3,4,0.2778035585714194
"[22.841043186267168, 28.662811102660577, 11.38659798367005, 30.76352646285344, 6.346021264548772]",0,4,0.2778341257357379
"[19.34673587513236, 25.909420741257627, 29.406846448113622, 8.182489549117824, 13.715264295934297, 3.4392430904442706]",3,2,0.2782511740439516
"[21.248291285490318, 18.479938917402094, 5.917419348091003, 15.287047860605401, 11.22180301927723, 27.845499569133963]",0,2,0.2784891861931407
"[16.035212156346248, 17.481387845700187, 19.53006539845012, 26.576825214810604, 14.932514453602735, 5.443994931090109]",2,5,0.2787494470715975
"[11.472831952108873, 6.676860633210178, 7.2544102609766545, 23.92556249731722, 12.033024958988795, 26.020868284174682, 12.616441413223601]",5,2,0.2787920134620806
"[23.219520598833267, 20.73372290341876, 6.475181878672744, 8.636321754050465, 19.074257915480494, 21.860994949544274]",2,0,0.2788680261985301
"[22.407434494894577, 8.838181467898497, 31.679212966412774, 15.107433900695133, 21.96773717009901]",2,1,0.2789899318922157
"[12.889722833348273, 6.431738884432315, 25.873749745121835, 16.145536874577164, 15.836003023866054, 18.402063507452077, 4.4211851312022805]",4,6,0.2791856710648022
"[10.164142409590404, 9.982632542030265, 13.204416056992939, 12.350595981544034, 4.299876780811553, 15.261573901627703, 13.934722857930037, 17.114102504608287, 3.6879369648647806]",8,2,0.2792957256835059
"[12.987202746749217, 23.621386667673246, 9.055514983524224, 6.602971912681878, 22.020947584963448, 17.811998378668644, 7.899977725739355]",3,1,0.27953362796089753
"[32.47207990640423, 10.034944996767761, 10.700215968714804, 35.895374232956264, 10.89738489515696]",3,1,0.279560952106037
"[35.64751107865736, 9.97541347186489, 8.773291000832703, 27.536315318742083, 18.067469129902975]",1,0,0.27983478144810237
"[4.306500967556792, 22.833453571358387, 20.866522577307183, 13.196292633823145, 3.521024494616008, 11.298538734394837, 11.764663206927086, 9.049331279222091, 3.1636725347944603]",5,8,0.2800072300645089
"[33.86252585383427, 13.365212085451029, 9.487091533821385, 21.937687219179402, 21.347483307713905]",2,0,0.2801649107562706
"[5.829964467530484, 18.21373792860874, 17.4247894953118, 10.167288121756757, 20.79004451675871, 27.574175470033502]",4,0,0.2804209708560744
"[23.563583926181224, 16.350926212747403, 15.134851545324391, 16.07189028039078, 4.507342299518831, 24.371405735837364]",4,3,0.28044879730284206
"[13.832399507065514, 30.82371130101803, 25.93415309531482, 8.662278360212111, 11.192165671647796, 9.555292064741721]",1,3,0.28102645640617646
"[27.760258936171095, 3.494604768918757, 11.81042344890515, 7.705901438978577, 27.418935281230546, 13.308011801105563, 8.50186432469032]",3,4,0.2810430587453774
"[13.450092574004104, 16.762781071697997, 18.792844979235603, 4.713856924076276, 16.178692655868865, 10.375011741463604, 19.72672005365355]",1,3,0.2812097171653142
"[4.799801761960325, 6.808749801183615, 19.947026802092925, 24.199234870019897, 20.821777445113714, 23.423409319629535]",1,3,0.2813621933815305
"[38.65833616477139, 11.340851611384657, 5.096082916708588, 18.09742269547234, 26.80730661166303]",3,2,0.28159163890135247
"[17.761545374444353, 18.635623746741317, 21.815020727461736, 7.802013103952386, 9.75291095375563, 10.37324594520192, 5.0041184301467085, 8.855521718295961]",6,0,0.28173890979929755
"[4.50143610061162, 11.671976707841774, 12.039410989963013, 14.138073506044323, 10.594924028134423, 15.97663484549459, 4.34317591625956, 13.81679259626962, 8.062268156468242, 4.855307152912833]",0,5,0.2817512038138009
"[23.168927201243665, 4.163901539324281, 5.824374600793363, 13.2164565190301, 6.5356299211021565, 8.378459718211907, 19.271627783848118, 19.440622716446406]",4,0,0.2820859966598426
"[4.667935627675465, 6.774794338254104, 24.003059074686657, 8.125628218588695, 21.70124204059946, 34.72734070019563]",2,1,0.28224712180118416
"[17.969050099431563, 15.737711382062223, 20.74485787673239, 5.857734985795627, 24.645248942873135, 15.04539671310505]",3,2,0.28237045636093333
"[27.10276937553486, 4.0689207740960285, 6.999641146685197, 17.29808064428176, 24.787689935069142, 19.74289812433303]",2,4,0.282383762465184
"[26.13411958824563, 22.4085429479113, 13.213158012148124, 10.620135697687191, 7.381380873058605, 20.242662880949158]",0,4,0.2824423010744367
"[18.243206063153895, 26.72890675211361, 13.529793170700207, 26.58843479067889, 9.756118145079954, 5.15354107827345]",5,0,0.282490975568277
"[13.495574311862557, 5.93572315355368, 18.370063954942374, 7.182014578383586, 25.408026456916936, 6.709610464169923, 13.384368841286307, 9.514618238884639]",3,4,0.2826671560092144
"[7.485389790853477, 14.260429465261684, 7.962430481798158, 21.837468804961688, 28.164019604407766, 20.290261852717215]",2,4,0.2827164088662973
"[14.825214457112855, 7.530587423396328, 32.54537404848879, 26.636163116375958, 18.462660954626067]",3,1,0.28272042750656196
"[28.424285575089208, 14.128007937217223, 24.534224274336687, 6.943919342973807, 18.14046303680035, 7.82909983358273]",2,3,0.28302991222906904
"[19.442524315272106, 31.14284727127122, 18.659684404989047, 23.9645643076771, 6.790379700790537]",3,4,0.28335085143255556
"[3.815058055942993, 19.851796576425656, 9.532495607224028, 33.54030095755799, 33.26034880284934]",2,3,0.28421019892714977
"[4.697127868466106, 10.187004845831451, 14.586109801024689, 19.500391417433974, 12.464879064142343, 15.646941565800681, 16.525664889057268, 6.391880548243481]",6,0,0.2842323077467451
"[5.885603047393265, 33.00221495020427, 22.12952373218598, 29.584555507584415, 9.398102762632057]",4,1,0.2847718790030451
"[11.560179309723166, 3.9892415360394105, 3.376166084147099, 5.0724445814658505, 5.631463016956853, 19.76609866705598, 26.1777760469299, 6.203393871033456, 18.223236886648277]",5,4,0.2849051353944101
"[4.0906958560853095, 8.151487734862437, 17.60812201298338, 13.868172668161003, 11.102768692462309, 5.017748333998011, 18.44821690617801, 6.857317006589924, 5.893360783634907, 8.962110005044703]",5,2,0.2849678307714
